ProductID,ProductName,Category,Brand,UnitPrice,ReorderLevel
150,Furniture Product 150,Furniture,Adidas,1390.96,200
151,Furniture Product 151,Furniture,HP,835.59,104
152,Sport Product 152,Sports,Ikea,837.39,72
153,Office Supplie Product 153,Office Supplies,Adidas,785.06,169
154,Home Appliance Product 154,Home Appliances,Dell,1714.9,167
155,Clothing Product 155,Clothing,Ikea,21.73,110
156,Grocery Product 156,Grocery,Adidas,1708.36,127
157,Sport Product 157,Sports,Philips,1601.74,76
158,Clothing Product 158,Clothing,Sony,553.14,144
159,Electronic Product 159,Electronics,Adidas,678.9,193
160,Office Supplie Product 160,Office Supplies,Adidas,1451.12,139
161,Furniture Product 161,Furniture,Lenovo,1072.91,120
162,Sport Product 162,Sports,Lenovo,1329.37,41
163,Home Appliance Product 163,Home Appliances,Adidas,280.04,138
164,Furniture Product 164,Furniture,Dell,527.71,103
165,Furniture Product 165,Furniture,Ikea,660.42,117
166,Grocery Product 166,Grocery,Adidas,512.02,40
167,Clothing Product 167,Clothing,Dell,1500.56,33
168,Grocery Product 168,Grocery,Sony,1303.79,186
169,Electronic Product 169,Electronics,Dell,1899.73,71
170,Office Supplie Product 170,Office Supplies,Dell,1246.46,81
171,Furniture Product 171,Furniture,Ikea,1342.22,164
172,Furniture Product 172,Furniture,Ikea,1401.94,114
173,Furniture Product 173,Furniture,Lenovo,1218.42,49
174,Office Supplie Product 174,Office Supplies,Samsung,1929.79,47
175,Sport Product 175,Sports,Dell,1858.49,167
176,Home Appliance Product 176,Home Appliances,Adidas,799.34,70
177,Electronic Product 177,Electronics,Lenovo,1384.32,180
178,Furniture Product 178,Furniture,HP,1397.41,97
179,Office Supplie Product 179,Office Supplies,Lenovo,1613.0,164
180,Office Supplie Product 180,Office Supplies,Dell,700.94,129
181,Home Appliance Product 181,Home Appliances,Nike,147.22,185
182,Grocery Product 182,Grocery,Dell,1700.66,145
183,Electronic Product 183,Electronics,Adidas,1921.97,182
184,Office Supplie Product 184,Office Supplies,Ikea,1417.54,131
185,Furniture Product 185,Furniture,Philips,1931.29,89
186,Sport Product 186,Sports,Philips,1551.54,139
187,Clothing Product 187,Clothing,Lenovo,544.11,82
188,Office Supplie Product 188,Office Supplies,HP,565.07,135
189,Furniture Product 189,Furniture,Ikea,1144.0,191
190,Clothing Product 190,Clothing,Nike,67.11,103
191,Furniture Product 191,Furniture,Ikea,432.12,86
192,Grocery Product 192,Grocery,LG,1761.84,199
193,Grocery Product 193,Grocery,Philips,30.2,68
194,Electronic Product 194,Electronics,Sony,1442.95,145
195,Sport Product 195,Sports,Sony,1384.31,185
196,Home Appliance Product 196,Home Appliances,Ikea,901.87,24
197,Electronic Product 197,Electronics,LG,450.98,197
198,Furniture Product 198,Furniture,LG,1331.28,114
199,Clothing Product 199,Clothing,Philips,1066.53,128
200,Home Appliance Product 200,Home Appliances,Philips,668.27,199
201,Clothing Product 201,Clothing,LG,620.18,79
202,Electronic Product 202,Electronics,Sony,637.94,157
203,Office Supplie Product 203,Office Supplies,Samsung,391.17,143
204,Grocery Product 204,Grocery,Lenovo,1953.45,154
205,Sport Product 205,Sports,LG,1961.22,69
206,Grocery Product 206,Grocery,Sony,728.15,97
207,Electronic Product 207,Electronics,Philips,261.9,31
208,Electronic Product 208,Electronics,Philips,591.35,52
209,Home Appliance Product 209,Home Appliances,Ikea,214.15,23
210,Sport Product 210,Sports,LG,944.1,132
211,Grocery Product 211,Grocery,Samsung,1931.34,84
212,Office Supplie Product 212,Office Supplies,Ikea,237.03,36
213,Clothing Product 213,Clothing,Ikea,157.42,181
214,Home Appliance Product 214,Home Appliances,Dell,311.94,164
215,Grocery Product 215,Grocery,HP,1987.9,50
216,Sport Product 216,Sports,Adidas,1216.57,178
217,Furniture Product 217,Furniture,Philips,766.95,133
218,Grocery Product 218,Grocery,Lenovo,1980.16,98
219,Sport Product 219,Sports,Lenovo,129.86,45
220,Office Supplie Product 220,Office Supplies,Sony,1254.77,87
221,Home Appliance Product 221,Home Appliances,HP,322.54,64
222,Sport Product 222,Sports,HP,321.5,124
223,Clothing Product 223,Clothing,Lenovo,945.13,28
224,Furniture Product 224,Furniture,LG,1416.84,199
225,Office Supplie Product 225,Office Supplies,Ikea,151.65,79
226,Grocery Product 226,Grocery,Lenovo,1325.75,70
227,Clothing Product 227,Clothing,HP,1093.68,185
228,Furniture Product 228,Furniture,LG,1655.0,38
229,Electronic Product 229,Electronics,Samsung,1587.33,172
230,Home Appliance Product 230,Home Appliances,Lenovo,1843.17,132
231,Electronic Product 231,Electronics,Ikea,1380.47,199
232,Clothing Product 232,Clothing,LG,1005.94,146
233,Clothing Product 233,Clothing,HP,1200.09,130
234,Home Appliance Product 234,Home Appliances,Nike,1211.39,26
235,Electronic Product 235,Electronics,Sony,1924.2,167
236,Sport Product 236,Sports,Dell,1999.15,192
237,Office Supplie Product 237,Office Supplies,LG,1156.73,64
238,Clothing Product 238,Clothing,Philips,1306.5,91
239,Furniture Product 239,Furniture,Lenovo,877.41,145
240,Electronic Product 240,Electronics,Ikea,702.44,105
241,Grocery Product 241,Grocery,HP,1716.89,104
242,Clothing Product 242,Clothing,Ikea,583.55,122
243,Office Supplie Product 243,Office Supplies,Philips,83.03,42
244,Grocery Product 244,Grocery,LG,653.31,123
245,Office Supplie Product 245,Office Supplies,Philips,1651.61,20
246,Home Appliance Product 246,Home Appliances,Philips,929.33,33
247,Furniture Product 247,Furniture,Philips,729.94,147
248,Home Appliance Product 248,Home Appliances,Ikea,1522.38,72
249,Grocery Product 249,Grocery,Philips,270.72,93
250,Clothing Product 250,Clothing,Ikea,251.64,181
251,Sport Product 251,Sports,Sony,1422.47,99
252,Sport Product 252,Sports,Dell,1108.98,43
253,Furniture Product 253,Furniture,HP,928.28,50
254,Home Appliance Product 254,Home Appliances,Samsung,1001.77,94
255,Sport Product 255,Sports,LG,836.83,143
256,Clothing Product 256,Clothing,Sony,919.01,57
257,Clothing Product 257,Clothing,Sony,1844.52,150
258,Home Appliance Product 258,Home Appliances,Samsung,1729.41,90
259,Office Supplie Product 259,Office Supplies,Adidas,686.35,149
260,Grocery Product 260,Grocery,Dell,572.85,96
261,Office Supplie Product 261,Office Supplies,Lenovo,1164.05,188
262,Clothing Product 262,Clothing,Samsung,898.63,143
263,Grocery Product 263,Grocery,Nike,1108.32,159
264,Clothing Product 264,Clothing,Ikea,1866.38,68
265,Home Appliance Product 265,Home Appliances,Sony,1147.88,79
266,Office Supplie Product 266,Office Supplies,Adidas,96.86,141
267,Home Appliance Product 267,Home Appliances,Adidas,778.3,189
268,Office Supplie Product 268,Office Supplies,Samsung,995.7,29
269,Furniture Product 269,Furniture,Philips,1931.05,104
270,Office Supplie Product 270,Office Supplies,HP,1749.64,132
271,Electronic Product 271,Electronics,Philips,1821.78,23
272,Home Appliance Product 272,Home Appliances,Samsung,825.86,187
273,Furniture Product 273,Furniture,HP,944.29,87
274,Grocery Product 274,Grocery,Lenovo,1388.48,186
275,Electronic Product 275,Electronics,Nike,1706.16,156
276,Clothing Product 276,Clothing,Nike,1257.33,144
277,Office Supplie Product 277,Office Supplies,Philips,81.44,37
278,Furniture Product 278,Furniture,LG,1994.88,43
279,Clothing Product 279,Clothing,HP,1523.14,200
280,Office Supplie Product 280,Office Supplies,HP,892.92,197
281,Grocery Product 281,Grocery,Dell,101.52,34
282,Grocery Product 282,Grocery,Nike,755.93,57
283,Furniture Product 283,Furniture,Philips,829.98,194
284,Office Supplie Product 284,Office Supplies,Samsung,348.27,40
285,Sport Product 285,Sports,Adidas,1243.22,81
286,Clothing Product 286,Clothing,Lenovo,294.8,138
287,Home Appliance Product 287,Home Appliances,LG,924.55,190
288,Electronic Product 288,Electronics,Ikea,1803.41,193
289,Sport Product 289,Sports,Samsung,156.99,108
290,Sport Product 290,Sports,LG,1281.49,128
291,Home Appliance Product 291,Home Appliances,LG,919.1,97
292,Furniture Product 292,Furniture,Adidas,1708.14,47
293,Furniture Product 293,Furniture,Adidas,1148.13,167
294,Grocery Product 294,Grocery,LG,53.66,188
295,Clothing Product 295,Clothing,LG,26.11,195
296,Office Supplie Product 296,Office Supplies,Dell,1822.13,147
297,Office Supplie Product 297,Office Supplies,LG,1553.72,78
298,Sport Product 298,Sports,Nike,445.82,68
299,Sport Product 299,Sports,LG,1358.75,188
300,Home Appliance Product 300,Home Appliances,Samsung,1260.21,180
301,Home Appliance Product 301,Home Appliances,Dell,624.78,132
302,Electronic Product 302,Electronics,Lenovo,736.07,53
303,Electronic Product 303,Electronics,LG,660.17,126
304,Furniture Product 304,Furniture,Sony,273.0,158
305,Grocery Product 305,Grocery,Philips,1008.57,89
306,Office Supplie Product 306,Office Supplies,Samsung,521.37,143
307,Office Supplie Product 307,Office Supplies,LG,1495.65,106
308,Office Supplie Product 308,Office Supplies,HP,941.98,39
309,Furniture Product 309,Furniture,Sony,1721.68,192
310,Clothing Product 310,Clothing,Philips,737.89,121
311,Electronic Product 311,Electronics,LG,1077.78,136
312,Grocery Product 312,Grocery,LG,1173.27,183
313,Grocery Product 313,Grocery,HP,1352.92,140
314,Electronic Product 314,Electronics,Lenovo,1769.63,163
315,Grocery Product 315,Grocery,Lenovo,450.52,36
316,Home Appliance Product 316,Home Appliances,Ikea,1819.68,97
317,Home Appliance Product 317,Home Appliances,Adidas,242.19,31
318,Electronic Product 318,Electronics,LG,1991.9,49
319,Electronic Product 319,Electronics,Sony,1775.65,54
320,Clothing Product 320,Clothing,Ikea,748.31,198
321,Sport Product 321,Sports,Adidas,1178.81,59
322,Clothing Product 322,Clothing,HP,1669.05,177
323,Clothing Product 323,Clothing,LG,75.11,114
324,Furniture Product 324,Furniture,Ikea,894.94,80
325,Office Supplie Product 325,Office Supplies,Nike,207.72,195
326,Grocery Product 326,Grocery,Philips,1804.38,185
327,Grocery Product 327,Grocery,Dell,802.3,68
328,Electronic Product 328,Electronics,Ikea,192.43,74
329,Home Appliance Product 329,Home Appliances,Lenovo,1942.48,32
330,Office Supplie Product 330,Office Supplies,Nike,494.7,52
331,Office Supplie Product 331,Office Supplies,Lenovo,418.36,161
332,Furniture Product 332,Furniture,Lenovo,439.74,79
333,Grocery Product 333,Grocery,Samsung,1579.4,172
334,Electronic Product 334,Electronics,LG,1718.23,57
335,Furniture Product 335,Furniture,Philips,508.8,64
336,Electronic Product 336,Electronics,Dell,272.29,111
337,Office Supplie Product 337,Office Supplies,Sony,1181.82,24
338,Furniture Product 338,Furniture,LG,114.27,127
339,Sport Product 339,Sports,HP,1493.87,141
340,Clothing Product 340,Clothing,Nike,1031.34,47
341,Clothing Product 341,Clothing,Philips,450.88,177
342,Electronic Product 342,Electronics,Philips,610.24,184
343,Electronic Product 343,Electronics,Dell,1997.19,122
344,Clothing Product 344,Clothing,HP,985.64,133
345,Electronic Product 345,Electronics,HP,651.0,57
346,Electronic Product 346,Electronics,Samsung,557.28,182
347,Sport Product 347,Sports,Philips,1427.18,117
348,Sport Product 348,Sports,Philips,596.85,149
349,Sport Product 349,Sports,Adidas,207.37,199
350,Electronic Product 350,Electronics,Philips,1444.47,75
351,Clothing Product 351,Clothing,Ikea,1777.3,125
352,Grocery Product 352,Grocery,Ikea,803.47,44
353,Grocery Product 353,Grocery,Adidas,631.92,85
354,Grocery Product 354,Grocery,Samsung,1376.77,141
355,Electronic Product 355,Electronics,HP,1665.23,43
356,Clothing Product 356,Clothing,HP,1491.73,115
357,Office Supplie Product 357,Office Supplies,Samsung,1117.18,170
358,Sport Product 358,Sports,Philips,666.0,51
359,Clothing Product 359,Clothing,Nike,1748.48,128
360,Office Supplie Product 360,Office Supplies,Dell,1937.11,173
361,Grocery Product 361,Grocery,Nike,216.17,149
362,Furniture Product 362,Furniture,Samsung,1316.91,77
363,Office Supplie Product 363,Office Supplies,HP,706.73,162
364,Grocery Product 364,Grocery,HP,1527.59,166
365,Furniture Product 365,Furniture,Adidas,1691.86,179
366,Sport Product 366,Sports,Philips,62.25,188
367,Office Supplie Product 367,Office Supplies,LG,67.62,89
368,Home Appliance Product 368,Home Appliances,LG,1843.86,109
369,Electronic Product 369,Electronics,Samsung,1741.03,164
370,Home Appliance Product 370,Home Appliances,Adidas,148.47,182
371,Electronic Product 371,Electronics,HP,1494.76,75
372,Clothing Product 372,Clothing,Adidas,912.76,60
373,Grocery Product 373,Grocery,LG,1445.98,165
374,Sport Product 374,Sports,HP,1767.85,59
375,Furniture Product 375,Furniture,Lenovo,109.03,40
376,Grocery Product 376,Grocery,Ikea,1327.26,144
377,Sport Product 377,Sports,Ikea,834.23,75
378,Office Supplie Product 378,Office Supplies,Philips,236.5,130
379,Electronic Product 379,Electronics,LG,1359.65,171
380,Clothing Product 380,Clothing,Philips,1337.59,31
381,Furniture Product 381,Furniture,Adidas,1969.05,34
382,Electronic Product 382,Electronics,Sony,609.82,74
383,Office Supplie Product 383,Office Supplies,Samsung,1530.68,94
384,Grocery Product 384,Grocery,HP,25.38,130
385,Furniture Product 385,Furniture,Samsung,766.61,200
386,Furniture Product 386,Furniture,Philips,1121.86,191
387,Office Supplie Product 387,Office Supplies,Nike,153.43,30
388,Clothing Product 388,Clothing,Dell,924.91,39
389,Office Supplie Product 389,Office Supplies,Nike,1155.76,166
390,Clothing Product 390,Clothing,Adidas,586.14,123
391,Electronic Product 391,Electronics,Nike,352.03,178
392,Clothing Product 392,Clothing,Nike,185.38,47
393,Furniture Product 393,Furniture,Adidas,1181.85,154
394,Electronic Product 394,Electronics,Adidas,1742.34,106
395,Furniture Product 395,Furniture,Nike,1560.44,39
396,Sport Product 396,Sports,HP,1065.9,69
397,Office Supplie Product 397,Office Supplies,Nike,708.69,185
398,Office Supplie Product 398,Office Supplies,Samsung,480.18,57
399,Grocery Product 399,Grocery,Sony,355.26,59
400,Office Supplie Product 400,Office Supplies,HP,362.52,180
401,Clothing Product 401,Clothing,Ikea,1511.35,168
402,Clothing Product 402,Clothing,Lenovo,1289.55,179
403,Grocery Product 403,Grocery,Nike,310.41,37
404,Clothing Product 404,Clothing,Ikea,1266.46,90
405,Sport Product 405,Sports,Dell,710.37,38
406,Grocery Product 406,Grocery,Ikea,909.31,34
407,Grocery Product 407,Grocery,LG,162.69,43
408,Sport Product 408,Sports,Lenovo,1019.06,138
409,Sport Product 409,Sports,Philips,1908.92,30
410,Clothing Product 410,Clothing,Lenovo,1307.16,102
411,Sport Product 411,Sports,Ikea,1007.72,35
412,Clothing Product 412,Clothing,HP,1623.82,107
413,Home Appliance Product 413,Home Appliances,HP,1014.05,64
414,Electronic Product 414,Electronics,Sony,1418.17,132
415,Sport Product 415,Sports,Philips,1223.51,113
416,Grocery Product 416,Grocery,LG,780.96,106
417,Home Appliance Product 417,Home Appliances,Lenovo,114.21,181
418,Home Appliance Product 418,Home Appliances,Nike,141.16,44
419,Sport Product 419,Sports,Adidas,575.45,188
420,Sport Product 420,Sports,Samsung,673.39,169
421,Home Appliance Product 421,Home Appliances,Samsung,1834.33,99
422,Home Appliance Product 422,Home Appliances,Adidas,266.61,41
423,Grocery Product 423,Grocery,Philips,759.59,104
424,Office Supplie Product 424,Office Supplies,Samsung,1343.53,195
425,Sport Product 425,Sports,HP,1295.59,128
426,Sport Product 426,Sports,Nike,46.28,99
427,Furniture Product 427,Furniture,Sony,690.05,144
428,Furniture Product 428,Furniture,Sony,1999.95,59
429,Electronic Product 429,Electronics,LG,1690.41,45
430,Sport Product 430,Sports,Philips,1671.89,154
431,Electronic Product 431,Electronics,Nike,1754.02,178
432,Furniture Product 432,Furniture,Lenovo,759.67,61
433,Furniture Product 433,Furniture,Lenovo,1620.0,62
434,Home Appliance Product 434,Home Appliances,Ikea,96.95,113
435,Home Appliance Product 435,Home Appliances,Sony,1939.48,176
436,Grocery Product 436,Grocery,Ikea,475.67,81
437,Grocery Product 437,Grocery,Ikea,1808.91,69
438,Grocery Product 438,Grocery,Lenovo,1969.04,138
439,Office Supplie Product 439,Office Supplies,LG,1558.47,148
440,Sport Product 440,Sports,Adidas,1932.87,71
441,Office Supplie Product 441,Office Supplies,Lenovo,285.41,84
442,Electronic Product 442,Electronics,Ikea,1749.49,161
443,Electronic Product 443,Electronics,Philips,1703.82,92
444,Electronic Product 444,Electronics,Samsung,552.85,151
445,Furniture Product 445,Furniture,Adidas,192.51,76
446,Office Supplie Product 446,Office Supplies,Ikea,1770.41,26
447,Clothing Product 447,Clothing,Dell,798.94,115
448,Furniture Product 448,Furniture,Adidas,1989.11,115
449,Furniture Product 449,Furniture,Dell,644.18,45
450,Office Supplie Product 450,Office Supplies,Nike,1584.85,55
451,Electronic Product 451,Electronics,LG,1835.62,140
452,Home Appliance Product 452,Home Appliances,Samsung,1520.09,140
453,Clothing Product 453,Clothing,Lenovo,20.45,40
454,Electronic Product 454,Electronics,LG,439.15,58
455,Sport Product 455,Sports,Lenovo,1060.27,48
456,Office Supplie Product 456,Office Supplies,LG,482.9,51
457,Electronic Product 457,Electronics,Sony,845.45,179
458,Clothing Product 458,Clothing,HP,230.61,147
459,Sport Product 459,Sports,Philips,42.71,151
460,Sport Product 460,Sports,Sony,1439.9,94
461,Clothing Product 461,Clothing,Dell,1233.47,81
462,Sport Product 462,Sports,Adidas,382.75,191
463,Electronic Product 463,Electronics,Philips,1949.56,37
464,Sport Product 464,Sports,Philips,1019.58,149
465,Sport Product 465,Sports,Dell,787.0,140
466,Electronic Product 466,Electronics,Adidas,1962.27,84
467,Home Appliance Product 467,Home Appliances,Dell,720.62,37
468,Grocery Product 468,Grocery,Sony,1468.55,180
469,Electronic Product 469,Electronics,Lenovo,1473.02,105
470,Furniture Product 470,Furniture,Dell,711.08,106
471,Office Supplie Product 471,Office Supplies,Samsung,1662.46,195
472,Clothing Product 472,Clothing,Ikea,1267.15,54
473,Electronic Product 473,Electronics,Ikea,83.6,71
474,Electronic Product 474,Electronics,Sony,1772.72,100
475,Grocery Product 475,Grocery,Philips,802.47,159
476,Clothing Product 476,Clothing,LG,82.88,185
477,Furniture Product 477,Furniture,LG,720.38,32
478,Office Supplie Product 478,Office Supplies,Nike,553.7,114
479,Clothing Product 479,Clothing,Adidas,1489.18,118
480,Grocery Product 480,Grocery,Samsung,997.44,147
481,Grocery Product 481,Grocery,Philips,540.77,41
482,Home Appliance Product 482,Home Appliances,Adidas,167.06,174
483,Office Supplie Product 483,Office Supplies,Samsung,1095.49,102
484,Electronic Product 484,Electronics,HP,662.56,95
485,Grocery Product 485,Grocery,Ikea,1209.22,129
486,Furniture Product 486,Furniture,Ikea,709.58,30
487,Home Appliance Product 487,Home Appliances,Nike,1233.55,131
488,Grocery Product 488,Grocery,Dell,159.33,183
489,Clothing Product 489,Clothing,Nike,1031.04,193
490,Furniture Product 490,Furniture,Dell,294.13,175
491,Home Appliance Product 491,Home Appliances,Ikea,79.25,37
492,Furniture Product 492,Furniture,Nike,730.68,165
493,Electronic Product 493,Electronics,Lenovo,315.34,135
494,Grocery Product 494,Grocery,Nike,893.44,39
495,Sport Product 495,Sports,Samsung,1063.63,121
496,Grocery Product 496,Grocery,LG,506.73,49
497,Electronic Product 497,Electronics,Samsung,1003.1,119
498,Sport Product 498,Sports,HP,530.94,86
499,Home Appliance Product 499,Home Appliances,Ikea,437.0,176
500,Grocery Product 500,Grocery,Ikea,408.35,54
501,Office Supplie Product 501,Office Supplies,HP,909.56,133
502,Electronic Product 502,Electronics,Nike,1339.0,36
503,Sport Product 503,Sports,Philips,587.82,96
504,Office Supplie Product 504,Office Supplies,Samsung,1426.5,199
