ProductID,ProductName,Category,Brand,UnitPrice,ReorderLevel
2049,Furniture Product 2049,Furniture,Adidas,1722.41,108
2050,Home Appliances Product 2050,Home Appliances,Adidas,17.2,148
2051,Sports Product 2051,Sports,Sony,12.57,99
2052,Home Appliances Product 2052,Home Appliances,Samsung,1027.12,133
2053,Furniture Product 2053,Furniture,LG,1499.67,126
2054,Clothing Product 2054,Clothing,Philips,1066.75,178
2055,Office Supplies Product 2055,Office Supplies,Lenovo,1540.18,71
2056,Home Appliances Product 2056,Home Appliances,Dell,1999.08,98
2057,Electronics Product 2057,Electronics,Lenovo,73.6,34
2058,Clothing Product 2058,Clothing,LG,744.76,162
2059,Home Appliances Product 2059,Home Appliances,Lenovo,1154.08,69
2060,Office Supplies Product 2060,Office Supplies,HP,1983.72,121
2061,Clothing Product 2061,Clothing,Samsung,536.96,104
2062,Furniture Product 2062,Furniture,Samsung,1804.52,197
2063,Home Appliances Product 2063,Home Appliances,Adidas,842.14,65
2064,Grocery Product 2064,Grocery,LG,423.15,138
2065,Sports Product 2065,Sports,Adidas,375.49,142
2066,Sports Product 2066,Sports,Ikea,1333.37,39
2067,Sports Product 2067,Sports,Sony,1994.4,153
2068,Electronics Product 2068,Electronics,HP,666.2,146
2069,Electronics Product 2069,Electronics,Nike,1313.81,21
2070,Sports Product 2070,Sports,Philips,557.95,23
2071,Sports Product 2071,Sports,Nike,833.74,62
2072,Furniture Product 2072,Furniture,Lenovo,1840.79,121
2073,Electronics Product 2073,Electronics,Dell,691.36,78
2074,Sports Product 2074,Sports,LG,325.45,132
2075,Electronics Product 2075,Electronics,Adidas,466.9,68
2076,Electronics Product 2076,Electronics,Ikea,351.96,90
2077,Home Appliances Product 2077,Home Appliances,Nike,150.58,70
2078,Office Supplies Product 2078,Office Supplies,Philips,355.54,110
2079,Home Appliances Product 2079,Home Appliances,Philips,172.11,193
2080,Electronics Product 2080,Electronics,Samsung,1651.89,58
2081,Sports Product 2081,Sports,HP,75.84,151
2082,Home Appliances Product 2082,Home Appliances,Adidas,341.46,79
2083,Sports Product 2083,Sports,Lenovo,1523.5,176
2084,Furniture Product 2084,Furniture,Nike,1548.62,107
2085,Office Supplies Product 2085,Office Supplies,Adidas,384.1,65
2086,Home Appliances Product 2086,Home Appliances,HP,301.67,184
2087,Sports Product 2087,Sports,Dell,469.88,194
2088,Office Supplies Product 2088,Office Supplies,HP,1567.7,80
2089,Sports Product 2089,Sports,Ikea,1468.68,174
2090,Office Supplies Product 2090,Office Supplies,HP,1754.11,61
2091,Office Supplies Product 2091,Office Supplies,Samsung,1550.35,115
2092,Grocery Product 2092,Grocery,Nike,1182.7,169
2093,Clothing Product 2093,Clothing,Dell,608.27,60
2094,Furniture Product 2094,Furniture,Dell,1763.1,162
2095,Grocery Product 2095,Grocery,LG,255.97,129
2096,Office Supplies Product 2096,Office Supplies,HP,90.19,61
2097,Sports Product 2097,Sports,Nike,1694.7,189
2098,Grocery Product 2098,Grocery,Dell,759.54,89
2099,Sports Product 2099,Sports,Sony,1100.47,197
2100,Home Appliances Product 2100,Home Appliances,Dell,1529.76,93
2101,Home Appliances Product 2101,Home Appliances,Adidas,844.01,78
2102,Furniture Product 2102,Furniture,Philips,818.5,33
2103,Furniture Product 2103,Furniture,Sony,1299.13,61
2104,Office Supplies Product 2104,Office Supplies,Lenovo,196.97,21
2105,Sports Product 2105,Sports,Dell,1676.93,53
2106,Furniture Product 2106,Furniture,LG,131.93,85
2107,Furniture Product 2107,Furniture,Lenovo,1530.76,58
2108,Electronics Product 2108,Electronics,Dell,1010.93,134
2109,Electronics Product 2109,Electronics,Samsung,1180.57,107
2110,Clothing Product 2110,Clothing,Samsung,961.56,176
2111,Electronics Product 2111,Electronics,Nike,1008.91,79
2112,Home Appliances Product 2112,Home Appliances,Lenovo,974.43,45
2113,Clothing Product 2113,Clothing,Lenovo,411.34,64
2114,Furniture Product 2114,Furniture,Ikea,1478.92,83
2115,Furniture Product 2115,Furniture,LG,344.01,152
2116,Home Appliances Product 2116,Home Appliances,Philips,1834.99,159
2117,Electronics Product 2117,Electronics,Sony,488.6,78
2118,Home Appliances Product 2118,Home Appliances,Adidas,796.91,163
2119,Electronics Product 2119,Electronics,Sony,508.49,164
2120,Grocery Product 2120,Grocery,Ikea,386.29,180
2121,Electronics Product 2121,Electronics,Dell,879.15,100
2122,Furniture Product 2122,Furniture,Dell,1329.45,67
2123,Grocery Product 2123,Grocery,LG,30.17,155
2124,Grocery Product 2124,Grocery,Sony,1454.13,49
2125,Furniture Product 2125,Furniture,Nike,784.58,198
2126,Grocery Product 2126,Grocery,Philips,528.15,135
2127,Electronics Product 2127,Electronics,Dell,716.35,56
2128,Sports Product 2128,Sports,HP,1671.3,117
2129,Electronics Product 2129,Electronics,Nike,1883.31,116
2130,Furniture Product 2130,Furniture,Philips,315.34,38
2131,Electronics Product 2131,Electronics,Dell,360.13,76
2132,Grocery Product 2132,Grocery,Lenovo,519.28,38
2133,Home Appliances Product 2133,Home Appliances,Dell,873.77,188
2134,Clothing Product 2134,Clothing,HP,1386.83,114
2135,Clothing Product 2135,Clothing,Adidas,1121.11,116
2136,Office Supplies Product 2136,Office Supplies,Philips,1809.57,87
2137,Grocery Product 2137,Grocery,Nike,1618.72,89
2138,Sports Product 2138,Sports,Sony,138.2,28
2139,Furniture Product 2139,Furniture,LG,658.86,46
2140,Grocery Product 2140,Grocery,LG,1246.48,82
2141,Furniture Product 2141,Furniture,Ikea,1333.66,153
2142,Electronics Product 2142,Electronics,Lenovo,1489.97,39
2143,Office Supplies Product 2143,Office Supplies,Adidas,252.68,24
2144,Grocery Product 2144,Grocery,Ikea,1531.49,200
2145,Clothing Product 2145,Clothing,Adidas,1590.1,102
2146,Sports Product 2146,Sports,Sony,1213.9,156
2147,Office Supplies Product 2147,Office Supplies,HP,1833.11,121
2148,Office Supplies Product 2148,Office Supplies,Sony,145.56,91
2149,Clothing Product 2149,Clothing,Ikea,683.59,172
2150,Electronics Product 2150,Electronics,Dell,104.63,41
2151,Home Appliances Product 2151,Home Appliances,Samsung,1726.28,69
2152,Clothing Product 2152,Clothing,Lenovo,1161.68,25
2153,Electronics Product 2153,Electronics,Nike,443.96,190
2154,Home Appliances Product 2154,Home Appliances,HP,35.31,130
2155,Office Supplies Product 2155,Office Supplies,LG,374.48,54
2156,Office Supplies Product 2156,Office Supplies,LG,1996.65,200
2157,Clothing Product 2157,Clothing,HP,626.43,67
2158,Office Supplies Product 2158,Office Supplies,Adidas,778.44,44
2159,Electronics Product 2159,Electronics,LG,1897.71,97
2160,Grocery Product 2160,Grocery,Samsung,1508.33,51
2161,Electronics Product 2161,Electronics,Lenovo,1658.53,84
2162,Clothing Product 2162,Clothing,Adidas,265.58,94
2163,Sports Product 2163,Sports,Ikea,442.84,148
2164,Grocery Product 2164,Grocery,Ikea,512.04,84
2165,Home Appliances Product 2165,Home Appliances,Samsung,924.3,58
2166,Furniture Product 2166,Furniture,Nike,1025.68,148
2167,Furniture Product 2167,Furniture,Lenovo,716.57,152
2168,Electronics Product 2168,Electronics,Sony,1116.01,57
2169,Sports Product 2169,Sports,Dell,682.14,122
2170,Sports Product 2170,Sports,HP,30.98,42
2171,Clothing Product 2171,Clothing,Ikea,222.25,21
2172,Furniture Product 2172,Furniture,HP,1555.6,96
2173,Furniture Product 2173,Furniture,HP,301.73,86
2174,Home Appliances Product 2174,Home Appliances,LG,354.73,162
2175,Home Appliances Product 2175,Home Appliances,Sony,187.11,48
2176,Grocery Product 2176,Grocery,Dell,1931.77,75
2177,Grocery Product 2177,Grocery,Adidas,676.21,30
2178,Clothing Product 2178,Clothing,LG,964.25,177
2179,Grocery Product 2179,Grocery,Sony,702.73,31
2180,Home Appliances Product 2180,Home Appliances,Nike,1394.56,161
2181,Home Appliances Product 2181,Home Appliances,Sony,1703.13,180
2182,Sports Product 2182,Sports,Lenovo,855.06,141
2183,Furniture Product 2183,Furniture,Lenovo,701.63,65
2184,Home Appliances Product 2184,Home Appliances,Philips,1691.44,156
2185,Grocery Product 2185,Grocery,Dell,42.67,171
2186,Grocery Product 2186,Grocery,Samsung,265.34,31
2187,Electronics Product 2187,Electronics,Philips,645.93,192
2188,Sports Product 2188,Sports,LG,1669.67,64
2189,Sports Product 2189,Sports,Nike,1389.15,196
2190,Electronics Product 2190,Electronics,Philips,598.21,190
2191,Grocery Product 2191,Grocery,Adidas,405.34,60
2192,Electronics Product 2192,Electronics,Samsung,1261.17,141
2193,Clothing Product 2193,Clothing,Adidas,1736.37,159
2194,Clothing Product 2194,Clothing,Nike,1188.31,116
2195,Grocery Product 2195,Grocery,HP,1837.79,110
2196,Furniture Product 2196,Furniture,HP,530.85,45
2197,Electronics Product 2197,Electronics,Nike,786.98,171
2198,Furniture Product 2198,Furniture,Lenovo,257.21,190
2199,Grocery Product 2199,Grocery,LG,821.57,53
2200,Furniture Product 2200,Furniture,Samsung,581.44,199
2201,Home Appliances Product 2201,Home Appliances,Dell,1100.74,156
2202,Grocery Product 2202,Grocery,Samsung,501.42,154
2203,Sports Product 2203,Sports,Samsung,537.58,131
2204,Home Appliances Product 2204,Home Appliances,Adidas,194.02,108
2205,Electronics Product 2205,Electronics,Ikea,464.66,186
2206,Electronics Product 2206,Electronics,Ikea,1760.63,81
2207,Office Supplies Product 2207,Office Supplies,Philips,1977.77,52
2208,Clothing Product 2208,Clothing,HP,1847.41,163
2209,Furniture Product 2209,Furniture,Nike,1553.8,157
2210,Electronics Product 2210,Electronics,HP,39.9,75
2211,Home Appliances Product 2211,Home Appliances,Dell,907.56,184
2212,Sports Product 2212,Sports,Ikea,998.27,20
2213,Furniture Product 2213,Furniture,Dell,1218.21,59
2214,Home Appliances Product 2214,Home Appliances,Adidas,377.07,52
2215,Office Supplies Product 2215,Office Supplies,Philips,920.71,175
2216,Electronics Product 2216,Electronics,Dell,610.16,180
2217,Electronics Product 2217,Electronics,Sony,1143.46,115
2218,Office Supplies Product 2218,Office Supplies,Ikea,1530.92,92
2219,Sports Product 2219,Sports,Nike,1398.08,58
2220,Home Appliances Product 2220,Home Appliances,Dell,1577.08,167
2221,Office Supplies Product 2221,Office Supplies,Nike,1077.18,71
2222,Home Appliances Product 2222,Home Appliances,Adidas,1912.69,87
2223,Furniture Product 2223,Furniture,Philips,515.58,40
2224,Clothing Product 2224,Clothing,Adidas,1443.53,86
2225,Sports Product 2225,Sports,LG,964.05,162
2226,Furniture Product 2226,Furniture,Dell,1407.7,79
2227,Furniture Product 2227,Furniture,Dell,327.25,76
2228,Grocery Product 2228,Grocery,LG,650.52,111
2229,Clothing Product 2229,Clothing,Samsung,1769.6,115
2230,Office Supplies Product 2230,Office Supplies,Samsung,22.03,160
2231,Clothing Product 2231,Clothing,Ikea,562.48,143
2232,Home Appliances Product 2232,Home Appliances,Nike,1465.72,65
2233,Grocery Product 2233,Grocery,Lenovo,290.74,177
2234,Electronics Product 2234,Electronics,Philips,803.89,191
2235,Sports Product 2235,Sports,Samsung,1593.18,139
2236,Furniture Product 2236,Furniture,Philips,244.25,196
2237,Clothing Product 2237,Clothing,Nike,1548.57,156
2238,Grocery Product 2238,Grocery,Nike,1954.98,200
2239,Electronics Product 2239,Electronics,HP,455.44,180
2240,Office Supplies Product 2240,Office Supplies,Sony,1591.52,118
2241,Furniture Product 2241,Furniture,Sony,1427.34,78
2242,Grocery Product 2242,Grocery,HP,377.25,34
2243,Electronics Product 2243,Electronics,Ikea,765.72,87
2244,Clothing Product 2244,Clothing,Nike,1016.24,66
2245,Home Appliances Product 2245,Home Appliances,Philips,1985.06,129
2246,Sports Product 2246,Sports,Adidas,644.92,63
2247,Sports Product 2247,Sports,Samsung,967.62,115
2248,Home Appliances Product 2248,Home Appliances,Samsung,1910.58,133
2249,Clothing Product 2249,Clothing,Samsung,914.73,152
2250,Clothing Product 2250,Clothing,Lenovo,1195.62,157
2251,Clothing Product 2251,Clothing,Lenovo,933.33,45
2252,Clothing Product 2252,Clothing,Dell,1930.28,192
2253,Clothing Product 2253,Clothing,Sony,251.4,145
2254,Electronics Product 2254,Electronics,Adidas,877.58,100
2255,Office Supplies Product 2255,Office Supplies,Dell,1460.92,52
2256,Office Supplies Product 2256,Office Supplies,HP,1866.47,160
2257,Clothing Product 2257,Clothing,Philips,1861.3,20
2258,Electronics Product 2258,Electronics,Samsung,1181.59,68
2259,Furniture Product 2259,Furniture,Sony,1545.08,84
2260,Electronics Product 2260,Electronics,Nike,1413.47,35
2261,Electronics Product 2261,Electronics,Sony,87.57,76
2262,Sports Product 2262,Sports,Sony,434.59,21
2263,Furniture Product 2263,Furniture,Ikea,536.05,110
2264,Office Supplies Product 2264,Office Supplies,Nike,700.07,106
2265,Furniture Product 2265,Furniture,LG,44.61,135
2266,Electronics Product 2266,Electronics,Samsung,1167.63,30
2267,Office Supplies Product 2267,Office Supplies,Sony,1598.86,122
2268,Office Supplies Product 2268,Office Supplies,LG,1545.55,114
2269,Grocery Product 2269,Grocery,Samsung,1418.06,140
2270,Grocery Product 2270,Grocery,LG,1576.59,142
2271,Home Appliances Product 2271,Home Appliances,Ikea,38.99,27
2272,Grocery Product 2272,Grocery,Philips,1213.65,104
2273,Electronics Product 2273,Electronics,Dell,1904.52,115
2274,Home Appliances Product 2274,Home Appliances,Dell,358.08,111
2275,Grocery Product 2275,Grocery,Lenovo,684.79,89
2276,Grocery Product 2276,Grocery,LG,786.32,174
2277,Office Supplies Product 2277,Office Supplies,Sony,1334.01,157
2278,Electronics Product 2278,Electronics,HP,1339.82,38
2279,Office Supplies Product 2279,Office Supplies,HP,1364.9,48
2280,Grocery Product 2280,Grocery,Adidas,1725.51,76
2281,Office Supplies Product 2281,Office Supplies,Sony,116.89,53
2282,Sports Product 2282,Sports,LG,1607.97,121
2283,Furniture Product 2283,Furniture,Dell,1741.47,100
2284,Furniture Product 2284,Furniture,Adidas,544.46,65
2285,Furniture Product 2285,Furniture,Lenovo,1570.36,191
2286,Electronics Product 2286,Electronics,Dell,318.93,98
2287,Grocery Product 2287,Grocery,Ikea,298.48,55
2288,Grocery Product 2288,Grocery,Nike,1160.84,83
2289,Grocery Product 2289,Grocery,Sony,134.17,84
2290,Clothing Product 2290,Clothing,HP,1651.49,41
2291,Office Supplies Product 2291,Office Supplies,Philips,360.18,183
2292,Sports Product 2292,Sports,Sony,640.27,118
2293,Grocery Product 2293,Grocery,Samsung,1992.79,79
2294,Furniture Product 2294,Furniture,Adidas,1632.16,136
2295,Grocery Product 2295,Grocery,Adidas,1926.86,70
2296,Clothing Product 2296,Clothing,Sony,1778.46,92
2297,Sports Product 2297,Sports,Dell,1432.61,107
2298,Clothing Product 2298,Clothing,Sony,209.89,200
2299,Home Appliances Product 2299,Home Appliances,Dell,357.73,70
2300,Grocery Product 2300,Grocery,Adidas,39.38,42
2301,Furniture Product 2301,Furniture,Dell,505.15,51
2302,Electronics Product 2302,Electronics,HP,167.15,88
2303,Office Supplies Product 2303,Office Supplies,Nike,1560.7,64
2304,Clothing Product 2304,Clothing,Adidas,1203.06,129
2305,Furniture Product 2305,Furniture,Ikea,399.92,138
2306,Grocery Product 2306,Grocery,HP,715.4,196
2307,Grocery Product 2307,Grocery,LG,1201.54,183
2308,Furniture Product 2308,Furniture,Sony,98.63,161
2309,Grocery Product 2309,Grocery,Sony,1228.33,48
2310,Grocery Product 2310,Grocery,Philips,838.48,74
2311,Electronics Product 2311,Electronics,Dell,335.24,50
2312,Office Supplies Product 2312,Office Supplies,Samsung,411.49,63
2313,Home Appliances Product 2313,Home Appliances,Adidas,1687.91,170
2314,Office Supplies Product 2314,Office Supplies,LG,169.87,81
2315,Furniture Product 2315,Furniture,Philips,1538.08,157
2316,Electronics Product 2316,Electronics,Lenovo,886.96,175
2317,Clothing Product 2317,Clothing,Lenovo,549.05,167
2318,Grocery Product 2318,Grocery,Philips,888.18,163
2319,Office Supplies Product 2319,Office Supplies,Ikea,1079.18,142
2320,Office Supplies Product 2320,Office Supplies,Sony,1587.88,175
2321,Office Supplies Product 2321,Office Supplies,HP,1758.87,37
2322,Office Supplies Product 2322,Office Supplies,HP,351.05,80
2323,Office Supplies Product 2323,Office Supplies,Philips,259.46,169
2324,Clothing Product 2324,Clothing,LG,1600.07,92
2325,Clothing Product 2325,Clothing,Samsung,1345.45,173
2326,Electronics Product 2326,Electronics,HP,1204.63,150
2327,Home Appliances Product 2327,Home Appliances,LG,728.87,59
2328,Home Appliances Product 2328,Home Appliances,Ikea,704.5,138
2329,Furniture Product 2329,Furniture,Nike,751.41,82
2330,Furniture Product 2330,Furniture,LG,563.32,176
2331,Sports Product 2331,Sports,Lenovo,212.22,143
2332,Home Appliances Product 2332,Home Appliances,Lenovo,259.07,91
2333,Home Appliances Product 2333,Home Appliances,LG,924.11,64
2334,Furniture Product 2334,Furniture,Lenovo,615.39,27
2335,Sports Product 2335,Sports,Ikea,568.01,113
2336,Electronics Product 2336,Electronics,Adidas,1509.13,179
2337,Sports Product 2337,Sports,LG,1127.38,55
2338,Clothing Product 2338,Clothing,Philips,1693.44,175
2339,Furniture Product 2339,Furniture,Philips,750.32,59
2340,Office Supplies Product 2340,Office Supplies,Dell,1590.09,46
2341,Clothing Product 2341,Clothing,HP,1216.03,131
2342,Grocery Product 2342,Grocery,Philips,1886.36,122
2343,Office Supplies Product 2343,Office Supplies,Lenovo,1755.82,144
2344,Electronics Product 2344,Electronics,Lenovo,176.83,168
2345,Office Supplies Product 2345,Office Supplies,Lenovo,1197.16,82
2346,Grocery Product 2346,Grocery,Nike,214.59,193
2347,Electronics Product 2347,Electronics,HP,1582.49,82
2348,Home Appliances Product 2348,Home Appliances,LG,1794.14,73
2349,Office Supplies Product 2349,Office Supplies,Sony,1136.77,31
2350,Grocery Product 2350,Grocery,Sony,771.76,191
2351,Clothing Product 2351,Clothing,LG,1829.48,34
2352,Furniture Product 2352,Furniture,Sony,1183.61,41
2353,Clothing Product 2353,Clothing,Samsung,1070.4,196
2354,Sports Product 2354,Sports,Samsung,426.49,129
2355,Grocery Product 2355,Grocery,HP,175.99,37
2356,Office Supplies Product 2356,Office Supplies,Nike,1571.89,56
2357,Furniture Product 2357,Furniture,Philips,1857.98,37
2358,Clothing Product 2358,Clothing,Sony,1030.05,141
2359,Furniture Product 2359,Furniture,Philips,1589.2,104
2360,Sports Product 2360,Sports,Adidas,1795.43,174
2361,Grocery Product 2361,Grocery,Samsung,902.7,79
2362,Furniture Product 2362,Furniture,Adidas,933.68,84
2363,Grocery Product 2363,Grocery,Adidas,707.79,178
2364,Sports Product 2364,Sports,Dell,435.45,153
2365,Home Appliances Product 2365,Home Appliances,Philips,52.74,193
2366,Clothing Product 2366,Clothing,Philips,123.67,75
2367,Electronics Product 2367,Electronics,Ikea,1184.64,180
2368,Clothing Product 2368,Clothing,Ikea,46.76,77
2369,Electronics Product 2369,Electronics,Sony,1070.27,119
2370,Furniture Product 2370,Furniture,Samsung,1300.92,100
2371,Clothing Product 2371,Clothing,Nike,1396.67,169
2372,Office Supplies Product 2372,Office Supplies,Lenovo,1269.99,28
2373,Office Supplies Product 2373,Office Supplies,Sony,831.51,123
2374,Office Supplies Product 2374,Office Supplies,Samsung,30.14,100
2375,Sports Product 2375,Sports,Nike,397.94,113
2376,Electronics Product 2376,Electronics,Sony,950.42,137
2377,Grocery Product 2377,Grocery,Lenovo,1577.94,193
2378,Home Appliances Product 2378,Home Appliances,Samsung,1866.79,27
2379,Electronics Product 2379,Electronics,Lenovo,1030.4,153
2380,Home Appliances Product 2380,Home Appliances,Nike,1006.83,94
2381,Clothing Product 2381,Clothing,Dell,1707.24,31
2382,Clothing Product 2382,Clothing,Samsung,321.8,93
2383,Home Appliances Product 2383,Home Appliances,Adidas,663.82,69
2384,Home Appliances Product 2384,Home Appliances,LG,1147.74,165
2385,Sports Product 2385,Sports,Lenovo,1463.35,28
2386,Furniture Product 2386,Furniture,Lenovo,1742.66,147
2387,Sports Product 2387,Sports,Samsung,441.07,141
2388,Grocery Product 2388,Grocery,HP,951.14,48
2389,Clothing Product 2389,Clothing,Lenovo,1799.97,179
2390,Furniture Product 2390,Furniture,Dell,1505.12,59
2391,Clothing Product 2391,Clothing,Sony,1631.52,85
2392,Home Appliances Product 2392,Home Appliances,Samsung,1283.73,25
2393,Grocery Product 2393,Grocery,LG,701.09,70
2394,Clothing Product 2394,Clothing,Ikea,1137.16,99
2395,Electronics Product 2395,Electronics,Philips,1004.28,183
2396,Home Appliances Product 2396,Home Appliances,Dell,1350.94,78
2397,Home Appliances Product 2397,Home Appliances,Samsung,643.94,20
2398,Office Supplies Product 2398,Office Supplies,Samsung,869.2,22
2399,Grocery Product 2399,Grocery,Philips,875.66,117
2400,Home Appliances Product 2400,Home Appliances,Nike,1741.41,37
2401,Grocery Product 2401,Grocery,Lenovo,1423.84,177
2402,Furniture Product 2402,Furniture,HP,1620.88,159
2403,Grocery Product 2403,Grocery,Adidas,82.93,196
2404,Grocery Product 2404,Grocery,LG,304.95,39
2405,Furniture Product 2405,Furniture,Dell,580.0,156
2406,Electronics Product 2406,Electronics,Lenovo,1731.59,153
2407,Electronics Product 2407,Electronics,LG,1014.36,138
2408,Furniture Product 2408,Furniture,Samsung,1487.99,112
2409,Home Appliances Product 2409,Home Appliances,HP,658.36,150
2410,Grocery Product 2410,Grocery,Adidas,152.13,170
2411,Office Supplies Product 2411,Office Supplies,Ikea,1387.06,108
2412,Home Appliances Product 2412,Home Appliances,Philips,1175.5,144
2413,Office Supplies Product 2413,Office Supplies,HP,1206.37,61
2414,Sports Product 2414,Sports,Dell,144.02,78
2415,Grocery Product 2415,Grocery,Philips,900.73,75
2416,Sports Product 2416,Sports,Adidas,1409.93,65
2417,Furniture Product 2417,Furniture,Ikea,1212.11,99
2418,Office Supplies Product 2418,Office Supplies,Ikea,1735.84,20
2419,Sports Product 2419,Sports,Dell,685.15,84
2420,Furniture Product 2420,Furniture,LG,615.6,43
2421,Furniture Product 2421,Furniture,Lenovo,112.67,103
2422,Office Supplies Product 2422,Office Supplies,Lenovo,685.19,69
2423,Furniture Product 2423,Furniture,Sony,1428.3,64
2424,Furniture Product 2424,Furniture,Dell,1172.72,20
2425,Grocery Product 2425,Grocery,Dell,1912.26,134
2426,Grocery Product 2426,Grocery,Nike,393.32,77
2427,Office Supplies Product 2427,Office Supplies,Adidas,503.34,168
2428,Grocery Product 2428,Grocery,Sony,1779.83,47
2429,Grocery Product 2429,Grocery,Dell,13.52,41
2430,Electronics Product 2430,Electronics,Lenovo,1360.06,32
2431,Office Supplies Product 2431,Office Supplies,Adidas,372.7,158
2432,Sports Product 2432,Sports,HP,1645.04,83
2433,Grocery Product 2433,Grocery,Ikea,1774.35,124
2434,Furniture Product 2434,Furniture,LG,810.81,134
2435,Grocery Product 2435,Grocery,Adidas,919.22,86
2436,Grocery Product 2436,Grocery,Ikea,1707.1,174
2437,Sports Product 2437,Sports,Philips,447.8,144
2438,Home Appliances Product 2438,Home Appliances,Philips,286.83,75
2439,Sports Product 2439,Sports,Philips,842.08,189
2440,Grocery Product 2440,Grocery,Ikea,1048.45,96
2441,Office Supplies Product 2441,Office Supplies,LG,722.64,86
2442,Furniture Product 2442,Furniture,LG,202.29,32
2443,Grocery Product 2443,Grocery,Adidas,1349.55,69
2444,Office Supplies Product 2444,Office Supplies,Ikea,1736.78,51
2445,Clothing Product 2445,Clothing,Samsung,787.66,138
2446,Sports Product 2446,Sports,Ikea,470.77,27
2447,Sports Product 2447,Sports,Ikea,1171.54,195
2448,Office Supplies Product 2448,Office Supplies,Lenovo,442.9,47
2449,Electronics Product 2449,Electronics,Nike,989.11,79
2450,Sports Product 2450,Sports,LG,490.45,86
2451,Home Appliances Product 2451,Home Appliances,Nike,1167.29,120
2452,Electronics Product 2452,Electronics,HP,250.22,64
2453,Furniture Product 2453,Furniture,Philips,392.5,180
2454,Electronics Product 2454,Electronics,Samsung,1113.13,149
2455,Furniture Product 2455,Furniture,Nike,308.87,67
2456,Office Supplies Product 2456,Office Supplies,Dell,740.33,87
2457,Electronics Product 2457,Electronics,HP,396.41,113
2458,Home Appliances Product 2458,Home Appliances,LG,816.95,180
2459,Furniture Product 2459,Furniture,Nike,584.9,89
2460,Sports Product 2460,Sports,HP,1150.36,184
2461,Electronics Product 2461,Electronics,Nike,1238.0,147
2462,Office Supplies Product 2462,Office Supplies,Philips,1755.92,110
2463,Furniture Product 2463,Furniture,Samsung,1667.1,130
2464,Clothing Product 2464,Clothing,Nike,140.87,67
2465,Clothing Product 2465,Clothing,Ikea,771.92,135
2466,Sports Product 2466,Sports,Adidas,384.59,143
2467,Grocery Product 2467,Grocery,HP,1718.95,169
2468,Home Appliances Product 2468,Home Appliances,Samsung,991.26,95
2469,Furniture Product 2469,Furniture,Ikea,1080.05,50
2470,Electronics Product 2470,Electronics,Lenovo,1845.42,30
